id,surveyid,titl,nation,authenty,data_coll_start,data_coll_end,created,changed
2886,,"Multiple Indicator Cluster Survey 2009 - Mombasa Informal Settlements",Kenya,"[""Kenya National Bureau of Statistics"","" United Nations Children\u2019s Fund""]",2009,2009,Mar-24-13,Sep-15-13
3572,,"Kenya Population and Housing Census 2009 - IPUMS Subset",Kenya,"Kenya National Bureau of Statistics",2009,2009,Sep-14-13,Dec-22-14
6692,,"Does Africa Need a Rotten Kin Theorem? Experimental Evidence From Village Economies 2009",Kenya,"Pamela Jakiela - University of Maryland<BR> Owen Ozier - World Bank DECRG",2009,2009,Jan-18-17,Jan-18-17
430,,"Population and Housing Census 2009",Kenya,"[""National Bureau of Statistics""]",2009,2009,Sep-29-11,Sep-15-13
864,,"Migration Household Survey 2009",Kenya,"[""University of Nairobi""]",2009,2009,Sep-30-11,Sep-15-13
1480,,"Multiple Indicator Cluster Survey 2008",Kenya,"[""National Bureau of Statistics""]",2008,2008,Nov-21-11,Sep-15-13
5396,,"Mbita Health and Demographic Surveillance System core Dataset 2009-2011",Kenya,"Nagasaki University Insititute of Tropical Medicine - Collaborative partnership with the Kenya Medical Research Institute",2008,2008,Dec-22-14,Dec-22-14
3916,,"AIDS Indicator Survey 2007",Kenya,"[""Kenya National Bureau of Statistics - Ministry of Planning and National Development""]",2007,2007,Dec-12-13,Oct-29-14
4762,,"Southern Africa Consortium for Monitoring Educational Quality 2007, SACMEQ-III Project",Kenya,"Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ)",2007,2007,Sep-05-14,Sep-05-14
6681,,"National Health Account 2007-2008",Kenya,"Ministry of Health Department of Policy and Planning - Government of Kenya<BR> Kenya National Bureau of Statistics - Ministry of Plannning National Development and Vision 2030",2007,2007,Jan-18-17,Jan-18-17
6684,,"National Survey for Persons with Disabilities 2007",Kenya,"National Coordinating Agency for Population and Development<BR> Kenya National Bureau of Statistics",2007,2007,Jan-18-17,Jan-18-17
636,,"Enterprise Survey 2007",Kenya,"[""World Bank""]",2007,2007,Sep-29-11,Sep-15-13
1472,,"Integrated Household Budget Survey 2005-2006",Kenya,"[""Kenya National Bureau of Statistics - Ministry of Planning and National development""]",2005,2006,Nov-18-11,Sep-15-13
6679,,"National Adults Literacy Survey 2006",Kenya,"Kenya National Bureau of Statistics - Ministry of Planning and National Development<BR> Department of Adult Education - Ministry of Education",2006,2006,Jan-18-17,Jan-18-17
942,,"Greater Eldoret Health and Development Survey (Round 3) 2006",Kenya,"[""Markus Goldstein and Harsha Thirumurthy - The World Bank""]",2006,2006,Oct-13-11,Sep-15-13
943,,"Greater Eldoret Health and Development Survey (Round 3) 2006 - Research Use Files",Kenya,"[""Markus Goldstein and Harsha Thirumurthy - The World Bank""]",2006,2006,Oct-13-11,Sep-15-13
941,,"Greater Eldoret Health and Development Survey (Round 2) 2005 - Research Use Files",Kenya,"[""Markus Goldstein and Harsha Thirumurthy - The World Bank""]",2005,2005,Oct-13-11,Sep-15-13
938,,"Greater Eldoret Health and Development Survey (Round 1) 2004 - Research Use Files",Kenya,"[""Markus Goldstein and Harsha Thirumurthy - The World Bank""]",2004,2004,Oct-13-11,Sep-15-13
939,,"Greater Eldoret Health and Development Survey (Round 1) 2004",Kenya,"[""Markus Goldstein and Harsha Thirumurthy - The World Bank""]",2004,2004,Oct-13-11,Sep-15-13
888,,"Public Expenditure Tracking Survey in Education 2004",Kenya,"[""Ministry of Education"","" Ministry of Planning and National Development"","" Ministry of Finance""]",2004,2004,Sep-30-11,Sep-15-13
889,,"Public Expenditure Tracking Survey in Health 2004",Kenya,"[""Ministry of Health"","" Ministry of Planning and National Development"","" Ministry of Finance""]",2004,2004,Sep-30-11,Sep-15-13
2205,,"World Health Survey 2003",Kenya,"[""World Health Organization (WHO)""]",2003,2003,May-02-12,Dec-12-13
2436,,"Demographic and Health Survey 2003",Kenya,"Central Bureau of Statistics (CBS)<BR> Ministry of Health<BR> National Council for Population and Development.",2003,2003,Dec-20-12,Jul-06-17
3637,,"Global School-based Student Health Survey 2003",Kenya,"[""World Health Organization"","" Centers for Disease Control and Prevention""]",2003,2003,Dec-12-13,Dec-12-13
635,,"Investment Climate Survey 2003",Kenya,"[""World Bank"","" Kenya Institute of Public Policy Research and Analysis - KIPPRA""]",2002,2003,Sep-29-11,Sep-15-13
5395,,"Nairobi Urban Health and Demographic Surveillance System Core Dataset 2002-2011",Kenya,"Dr.Alex Ezeh - Site Leader, KE031<BR> Dr.Donatien Beguy - Site Representative, KE031",2002,2002,Dec-22-14,Dec-22-14
1481,,"Multiple Indicator Cluster Survey 2000",Kenya,"[""National Bureau of Statistics""]",2000,2000,Nov-21-11,Sep-15-13
4708,,"Southern and Eastern Africa Consortium for Monitoring Educational Quality 2000, SACMEQ II Project",Kenya,"Southern and Eastern Africa Consortium for Monitoring Educational Quality - International Institute for Educational Planning (IIEP)",2000,2000,Sep-05-14,Sep-05-14
3915,,"Integrated Labour Force Survey 1998-1999, Second Round",Kenya,"[""Kenya National Bureau of Statistics - Ministry of State for Planning National Development and Vision 2030""]",1998,1999,Dec-12-13,Dec-12-13
6680,,"Micro and Small Enterprises 1999",Kenya,"Kenya National Bureau of Statistics - Ministry of State for Planning",1999,1999,Jan-18-17,Jan-18-17
428,,"Population and Housing Census 1999 - IPUMS Subset",Kenya,"Central Bureau of Statistics Ministry of Finance and Planning",1999,1999,Sep-29-11,Dec-22-14
429,,"Population and Housing Census 1999",Kenya,"[""Central Bureau of Statistics""]",1999,1999,Sep-29-11,Sep-15-13
2435,,"Demographic and Health Survey 1998",Kenya,"National Council for Population Development (NCPD)<BR> Central Bureau of Statistics (CBS) - Office of the Vice President and Ministry of Planning and National Development ",1998,1998,Dec-20-12,Jul-06-17
4526,,"Southern Africa Consortium for Monitoring Educational Quality 1998, SACMEQ-I Project",Kenya,"[""Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ)""]",1998,1998,May-19-14,May-19-14
3709,,"Welfare Monitoring Survey 1997, Third Round",Kenya,"Kenya National Bureau of Statistics - Ministry of Planning, National Development and Vision 2030",1997,1997,Dec-12-13,Oct-29-14
5394,,"Welfare Monitoring Survey 1994, Second Round",Kenya,"Kenya National Bureau of Statistics",1994,1994,Dec-22-14,Dec-22-14
2434,,"Demographic and Health Survey 1993",Kenya,"National Council for Population Development (NCPD)<BR> Central Bureau of Statistics (CBS)",1993,1993,Dec-20-12,Jul-06-17
3708,,"Welfare Monitoring Survey 1992, First Round",Kenya,"[""Kenya National Bureau of Statistics""]",1992,1992,Dec-12-13,Oct-29-14
2433,,"Demographic and Health Survey 1988-1989",Kenya,"National Council for Population Development (NCPD)",1988,1989,Dec-20-12,Jul-06-17
426,,"Population and Housing Census 1989 - IPUMS Subset",Kenya,"Central Bureau of Statistics Ministry of Finance and Planning",1989,1989,Sep-29-11,Dec-22-14
427,,"Population and Housing Census 1989",Kenya,"[""Central Bureau of Statistics""]",1989,1989,Sep-29-11,Sep-15-13
3571,,"Population Census 1979 - IPUMS Subset",Kenya,"Central Bureau of Statistics Ministry of Finance and Planning",1979,1979,Sep-14-13,Dec-22-14
425,,"Population Census 1979",Kenya,"[""Central Bureau of Statistics""]",1979,1979,Sep-29-11,Sep-15-13
3570,,"Population Census 1969 - IPUMS Subset",Kenya,"Statistics Division Ministry of Finance and Planning",1969,1969,Sep-14-13,Dec-22-14
424,,"Population Census 1969",Kenya,"[""Statistics Division - Ministry of Finance and Economic Planning""]",1969,1969,Sep-29-11,Sep-15-13
423,,"Population Census 1962",Kenya,"[""Directorate of Economic Planning - Ministry of Finance and Economic Planning""]",1962,1962,Sep-29-11,Sep-15-13
3988,,"Global School-based Student Health Survey 2010",Kiribati,"[""World Health Organization"","" Centers for Disease Control and Prevention""]",2010,2010,Dec-12-13,Dec-12-13
4131,,"Demographic and Health Survey 2009",Kiribati,"[""Kiribati National Statistics Office"","" Secretariat of the Pacific Community""]",2009,2009,Feb-19-14,Feb-19-14
4130,,"Household and Income Survey 2006",Kiribati,"[""Kiribati National Statistical Office - Government""]",2006,2006,Feb-19-14,Feb-19-14
4129,,"Population and Housing Census 2005",Kiribati,"[""Kiribati Statistics Office""]",2005,2005,Feb-19-14,Feb-19-14
4128,,"Population and Housing Census 2000",Kiribati,"[""Kiribati Statistics Office""]",2000,2000,Feb-19-14,Feb-19-14
6415,,"Global Financial Inclusion (Global Findex) Database 2014","Korea, Rep.","Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
2692,,"Global Financial Inclusion (Global Findex) Database 2011","Korea, Rep.","Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Dec-20-12,Jul-07-15
3889,,"Multi Country Study Survey 2000-2001","Korea, Rep.","[""World Health Organization (WHO)""]",2000,2001,Dec-12-13,Dec-12-13
6828,,"World Bank Group Country Survey 2016",Kosovo,"Public Opinion Research Group - World Bank Group",2016,2016,Jan-18-17,Jan-18-17
6498,,"Multiple Indicator Cluster Survey 2013-2014",Kosovo,"United Nations Children’s Fund<BR> Kosovo Agency of Statistics",2013,2014,Jan-29-16,Jan-29-16
6499,,"Multiple Indicator Cluster Survey 2013-2014, Roma, Ashkali and Egyptian Communities",Kosovo,"United Nations Children’s Fund<BR> Kosovo Agency of Statistics",2013,2014,Jan-29-16,Jan-29-16
6416,,"Global Financial Inclusion (Global Findex) Database 2014",Kosovo,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
4451,,"World Bank Country Survey 2013",Kosovo,"[""Public Opinion Research Group - The World Bank Group""]",2013,2013,Apr-07-14,Apr-07-14
4747,,"Enterprise Survey 2013",Kosovo,"World Bank<BR> European Bank for Reconstruction and Development",2012,2013,Sep-05-14,Sep-05-14
6083,,"Household Budget Survey 2013",Kosovo,"Kosovo Agency of Statistics",2013,2013,Jul-07-15,Jul-07-15
6082,,"Household Budget Survey 2012",Kosovo,"Kosovo Agency of Statistics",2012,2012,Jul-07-15,Jul-07-15
2693,,"Global Financial Inclusion (Global Findex) Database 2011",Kosovo,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Dec-20-12,Jul-07-15
3158,,"Household Budget Survey 2010",Kosovo,"Kosovo Agency of Statistics",2010,2010,Jul-10-13,Jul-07-15
1839,,"Enterprise Survey 2009",Kosovo,"[""World Bank"","" European Bank for Reconstruction and Development""]",2008,2009,Dec-19-11,Sep-15-13
3157,,"Household Budget Survey 2009",Kosovo,"Kosovo Agency of Statistics",2009,2009,Jul-10-13,Jul-07-15
3156,,"Household Budget Survey 2008",Kosovo,"Kosovo Agency of Statistics",2008,2008,Jul-10-13,Jul-07-15
3154,,"Household Budget Survey 2007",Kosovo,"Kosovo Agency of Statistics",2007,2007,Jul-10-13,Jul-07-15
3153,,"Household Budget Survey 2006",Kosovo,"Kosovo Agency of Statistics",2006,2006,Jul-10-13,Jul-07-15
3152,,"Household Budget Survey 2005",Kosovo,"Kosovo Agency of Statistics",2005,2005,Jul-10-13,Jul-07-15
3151,,"Household Budget Survey 2003-2004",Kosovo,"Kosovo Agency of Statistics",2003,2004,Jul-10-13,Jul-07-15
3150,,"Household Budget Survey 2002-2003",Kosovo,"Kosovo Agency of Statistics",2002,2003,Jul-10-13,Jul-07-15
5119,,"Labour Force Survey 2003",Kosovo,"Statistical Office of Kosovo (SOK) - Republic of Kosovo",2003,2003,Sep-05-14,Jul-07-15
2166,,"Living Standards Measurement Survey 2000",Kosovo,"The World Bank",2000,2000,Apr-12-12,Jul-07-15
6636,,"World Bank Group Country Survey 2015",Kuwait,"Public Opinion Research Group - The World Bank Group",2015,2015,Jun-28-16,Jun-28-16
6417,,"Global Financial Inclusion (Global Findex) Database 2014",Kuwait,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
3943,,"Global School-based Student Health Survey 2010",Kuwait,"[""Ministry of Health"","" Ministry of Education"","" World Health Organization"","" Centers for Disease Control and Prevention""]",2010,2011,Dec-12-13,Dec-12-13
2792,,"Global Financial Inclusion (Global Findex) Database 2011",Kuwait,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Mar-24-13,Jul-07-15
6844,,"World Bank Group Country Survey 2016","Kyrgyz Republic","Public Opinion Research Group - World Bank Group",2016,2016,Jan-18-17,Jan-18-17
6718,,"Kyrgyz Integrated Household Survey 2015 - Migration Module","Kyrgyz Republic","National Statistics Committee of Kyrgyz Republic - NSC",2015,2015,Jan-18-17,Jan-18-17
6934,,"Household Heating Practice Survey 2015","Kyrgyz Republic","Kyrgyz Republic Center for Social and Economic Research<BR> World Bank<BR> Ministry of Economy of the Kyrgyz Republic",2015,2015,Jun-26-17,Jun-26-17
6413,,"Global Financial Inclusion (Global Findex) Database 2014","Kyrgyz Republic","Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
6690,,"Multiple Indicator Cluster Survey 2014","Kyrgyz Republic","National Statistics Committee of the Kyrgyz Republic<BR> United Nations Children’s Fund",2014,2014,Jan-18-17,Jan-18-17
4225,,"Enterprise Survey 2013","Kyrgyz Republic","[""World Bank"","" European Bank for Reconstruction and Development""]",2012,2013,Apr-07-14,Apr-07-14
4450,,"World Bank Country Survey 2013","Kyrgyz Republic","[""Public Opinion Research Group - The World Bank Group""]",2013,2013,Apr-07-14,Apr-07-14
7016,,"Jobs Skills and Migration Survey 2013","Kyrgyz Republic","GIZ<BR> World Bank",2013,2013,Jun-26-17,Jun-26-17
4340,,"Kyrgyz Integrated Household Survey 2012","Kyrgyz Republic","National Statistical Committee of the Kyrgyz Republic - NSC",2012,2012,Apr-07-14,Mar-13-15
2690,,"Global Financial Inclusion (Global Findex) Database 2011","Kyrgyz Republic","Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Dec-20-12,Jul-07-15
4316,,"Kyrgyz Integrated Household Survey 2011","Kyrgyz Republic","National Statistical Committee of the Kyrgyz Republic - NSC",2011,2011,Apr-07-14,Mar-13-15
3141,,"Kyrgyz Integrated Household Survey 2010","Kyrgyz Republic","National Statistical Committee of the Kyrgyz Republic - NSC",2010,2010,Jul-10-13,Mar-13-15
1838,,"Enterprise Survey 2009","Kyrgyz Republic","[""World Bank"","" European Bank for Reconstruction and Development""]",2008,2009,Dec-19-11,Sep-15-13
3140,,"Kyrgyz Integrated Household Survey 2009","Kyrgyz Republic","National Statistical Committee of the Kyrgyz Republic - NSC",2009,2009,Jul-10-13,Mar-13-15
5397,,"Census of Population and Housing of the Kyrgyz Republic 2009 - IPUMS Subset","Kyrgyz Republic","National Statistical Committee of the Kyrgyz Republic",2009,2009,Dec-22-14,Dec-22-14
3139,,"Kyrgyz Integrated Household Survey 2008","Kyrgyz Republic","National Statistical Committee of the Kyrgyz Republic - NSC",2008,2008,Jul-10-13,Mar-13-15
3138,,"Kyrgyz Integrated Household Survey 2007","Kyrgyz Republic","National Statistical Committee of the Kyrgyz Republic - NSC",2007,2007,Jul-10-13,Mar-13-15
3137,,"Kyrgyz Integrated Household Survey 2006","Kyrgyz Republic","National Statistical Committee of the Kyrgyz Republic - NSC",2006,2006,Jul-10-13,Mar-13-15
1837,,"Enterprise Survey 2005","Kyrgyz Republic","[""World Bank"","" European Bank for Reconstruction and Development""]",2005,2005,Dec-19-11,Sep-15-13
3135,,"Kyrgyz Integrated Household Survey 2005","Kyrgyz Republic","National Statistical Committee of the Kyrgyz Republic - NSC",2005,2005,Jul-10-13,Mar-13-15
2366,,"Multiple Indicator Cluster Survey 2006","Kyrgyz Republic","[""National Statistical Committee""]",2005,2005,Dec-20-12,Sep-15-13
6081,,"Kyrgyz Integrated Household Survey 2004","Kyrgyz Republic","National Statistical Committee of the Kyrgyz Republic - NSC",2004,2004,Jul-07-15,Jul-07-15
1836,,"Business Environment and Enterprise Performance Survey 2003","Kyrgyz Republic","[""World Bank"","" European Bank for Reconstruction and Development""]",2003,2003,Dec-19-11,Sep-15-13
3134,,"Household Budget Survey 2003","Kyrgyz Republic","National Statistics Committee of the Kyrgyz Republic - NSC",2003,2003,Jul-10-13,Mar-13-15
1835,,"Enterprise Survey 2002","Kyrgyz Republic","[""World Bank"","" European Bank for Reconstruction and Development""]",2002,2002,Dec-19-11,Sep-15-13
3133,,"Household Budget Survey 2002","Kyrgyz Republic","National Statistics Committee of the Kyrgyz Republic - NSC",2002,2002,Jul-10-13,Mar-13-15
3854,,"Multi Country Study Survey 2000-2001","Kyrgyz Republic","[""World Health Organization (WHO)""]",2000,2001,Dec-12-13,Dec-12-13
3132,,"Household Budget Survey 2001","Kyrgyz Republic","National Statistics Committee of the Kyrgyz Republic - NSC",2001,2001,Jul-10-13,Mar-13-15
3131,,"Household Budget Survey 2000","Kyrgyz Republic","National Statistics Committee of the Kyrgyz Republic - NSC",2000,2000,Jul-10-13,Mar-13-15
3130,,"Household Budget Survey 1999","Kyrgyz Republic","National Statistics Committee of the Kyrgyz Republic - NSC",1999,1999,Jul-10-13,Mar-13-15
185,,"First National Population Census of the Kyrgyz Republic 1999 - IPUMS Subset","Kyrgyz Republic","National Statistical Committee of the Kyrgyz Republic",1999,1999,Sep-29-11,Dec-22-14
