"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","WEALTHQUINTILE (CODE)","WEALTHQUINTILE (DISPLAY)","WEALTHQUINTILE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","ARM","Armenia","","WQ4","Q4","","22.1 [18.3-26.3]","22.05560","18.30972","26.32091","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","ARM","Armenia","","WQ1","Q1 (Poorest)","","50.8 [45.9-55.6]","50.75645","45.90920","55.58951","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","ARM","Armenia","","WQ3","Q3","","78.6 [74.1-82.4]","78.56060","74.14489","82.40116","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","ARM","Armenia","","WQ5","Q5 (Richest)","","85.8 [81.1-89.4]","85.76817","81.10132","89.43273","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","EUR","Europe","","AZE","Azerbaijan","","WQ2","Q2","","10.7 [8.5-13.4]","10.68956","8.46934","13.40655","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","EUR","Europe","","AZE","Azerbaijan","","WQ4","Q4","","18.2 [15.4-21.4]","18.23281","15.43139","21.41404","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","EUR","Europe","","AZE","Azerbaijan","","WQ1","Q1 (Poorest)","","71.3 [67.0-75.2]","71.28582","67.04679","75.18140","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","EUR","Europe","","AZE","Azerbaijan","","WQ3","Q3","","65.9 [60.3-71.1]","65.86908","60.27483","71.05386","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1996","1996","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ2","Q2","","40.2 [37.5-42.9]","40.18163","37.50703","42.91598","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1996","1996","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ4","Q4","","47.7 [44.6-50.9]","47.72287","44.58254","50.88131","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1996","1996","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ1","Q1 (Poorest)","","72.2 [69.4-74.9]","72.23024","69.35243","74.93549","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ2","Q2","","57.6 [54.9-60.4]","57.64476","54.88356","60.35902","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ4","Q4","","58.5 [55.8-61.1]","58.47570","55.77217","61.12915","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ4","Q4","","84.4 [81.6-86.9]","84.43974","81.58729","86.92113","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ3","Q3","","46.1 [43.0-49.1]","46.05468","43.00193","49.13731","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ5","Q5 (Richest)","","49.4 [46.9-51.8]","49.36628","46.89256","51.84310","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ2","Q2","","75.0 [71.6-78.0]","74.95464","71.61345","78.02324","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ4","Q4","","76.6 [73.6-79.3]","76.60544","73.63964","79.33121","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ1","Q1 (Poorest)","","63.2 [61.8-64.6]","63.24071","61.84283","64.61667","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ3","Q3","","61.3 [59.9-62.6]","61.25674","59.88006","62.61566","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ2","Q2","","No data","","","","","","Not available."
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BRB","Barbados","","WQ4","Q4","","63.0 [55.8-69.7]","63.00306","55.82369","69.65000","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","BLR","Belarus","","WQ1","Q1 (Poorest)","","49.3 [44.5-54.1]","49.30601","44.54985","54.07476","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BLR","Belarus","","WQ2","Q2","","62.4 [57.8-66.7]","62.37236","57.81228","66.72326","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BLR","Belarus","","WQ4","Q4","","63.8 [59.4-67.9]","63.79168","59.44073","67.92772","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BLR","Belarus","","WQ4","Q4","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","AMR","Americas","","BLZ","Belize","","WQ3","Q3","","50.5 [44.9-56.1]","50.53069","44.91419","56.13381","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","AMR","Americas","","BLZ","Belize","","WQ5","Q5 (Richest)","","57.3 [52.2-62.2]","57.28665","52.23970","62.18633","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","AMR","Americas","","BLZ","Belize","","WQ2","Q2","","54.0 [49.0-58.9]","53.95241","48.97309","58.85407","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","AMR","Americas","","BLZ","Belize","","WQ2","Q2","","No data","","","","","","Not available."
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","AMR","Americas","","BLZ","Belize","","WQ4","Q4","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2001","2001","","AFR","Africa","","BEN","Benin","","WQ1","Q1 (Poorest)","","4.0 [2.9-5.6]","3.99242","2.85147","5.56375","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2001","2001","","AFR","Africa","","BEN","Benin","","WQ3","Q3","","6.7 [5.2-8.6]","6.68456","5.16267","8.61431","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2001","2001","","AFR","Africa","","BEN","Benin","","WQ5","Q5 (Richest)","","29.7 [26.5-33.1]","29.69577","26.52668","33.07304","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2001","2001","","AFR","Africa","","BEN","Benin","","WQ2","Q2","","32.3 [26.8-38.4]","32.28856","26.76117","38.35965","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","BEN","Benin","","WQ1","Q1 (Poorest)","","4.6 [3.7-5.7]","4.57870","3.66766","5.70264","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","BEN","Benin","","WQ3","Q3","","12.9 [11.5-14.5]","12.92519","11.51980","14.47398","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","BEN","Benin","","WQ5","Q5 (Richest)","","18.0 [16.1-20.1]","18.01184","16.07632","20.12449","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1994","1994","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","WQ1","Q1 (Poorest)","","22.6 [19.7-25.8]","22.57305","19.65643","25.78355","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1994","1994","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","WQ3","Q3","","45.1 [41.7-48.5]","45.10437","41.74822","48.50568","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1994","1994","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","WQ3","Q3","","68.6 [65.0-71.9]","68.55639","65.01400","71.89515","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1994","1994","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","WQ5","Q5 (Richest)","","89.8 [87.2-92.0]","89.82596","87.17984","91.97617","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2003","2003","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","WQ2","Q2","","27.7 [24.7-30.9]","27.66920","24.65026","30.90621","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2003","2003","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","WQ4","Q4","","41.8 [39.0-44.7]","41.82300","39.00964","44.69059","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2003","2003","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","WQ1","Q1 (Poorest)","","41.8 [38.7-44.9]","41.76500","38.69542","44.89974","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2003","2003","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","WQ1","Q1 (Poorest)","","52.5 [49.3-55.7]","52.51309","49.33733","55.66865","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2003","2003","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","WQ3","Q3","","71.1 [68.5-73.7]","71.13622","68.45656","73.67580","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2008","2008","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","WQ5","Q5 (Richest)","","70.8 [68.2-73.2]","70.75158","68.15048","73.22371","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","EUR","Europe","","BIH","Bosnia and Herzegovina","","WQ2","Q2","","10.1 [7.0-14.3]","10.05501","6.97988","14.27700","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","EUR","Europe","","BIH","Bosnia and Herzegovina","","WQ1","Q1 (Poorest)","","60.4 [50.8-69.2]","60.36901","50.79715","69.20756","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","EUR","Europe","","BIH","Bosnia and Herzegovina","","WQ3","Q3","","47.3 [41.9-52.8]","47.32055","41.86985","52.83587","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","EUR","Europe","","BIH","Bosnia and Herzegovina","","WQ5","Q5 (Richest)","","46.4 [40.0-52.9]","46.41290","40.00580","52.94065","","",""
